id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2865,Listing_2865,751,Host_670,Brooklyn,Neighborhood_102,40.64236315815134,-73.96011264493839,Entire home/apt,176,2,26,2019-07-28 12:58:54.466893380,3.0138867322821836,2,157
2866,Listing_2866,94,Host_768,Brooklyn,Neighborhood_196,40.714272073845756,-73.89237119720642,Shared room,18,7,23,2019-07-28 14:43:45.645129028,4.122408703588744,0,206
2867,Listing_2867,559,Host_549,Brooklyn,Neighborhood_32,40.72938599605795,-73.93088985975349,Entire home/apt,167,3,37,2019-07-28 16:28:36.823364676,2.9751700842008537,7,342
2868,Listing_2868,587,Host_296,Queens,Neighborhood_10,40.74432662265421,-73.7600440169209,Entire home/apt,81,3,30,2019-07-28 18:13:28.001600320,,2,354
2869,Listing_2869,603,Host_774,Manhattan,Neighborhood_108,40.77240764217904,-73.97500148215556,Entire home/apt,136,2,29,2019-07-28 19:58:19.179835968,0.9977739039470541,3,364
2870,Listing_2870,86,Host_591,Brooklyn,Neighborhood_54,40.665585606369554,-73.90741884192703,Entire home/apt,83,1,27,2019-07-28 21:43:10.358071616,0.14497956604557483,3,336
2871,Listing_2871,518,Host_419,Bronx,Neighborhood_183,40.8090831887268,-73.88039491005698,Private room,52,7,21,2019-07-28 23:28:01.536307264,2.2987087313947585,5,209
2872,Listing_2872,742,Host_666,Bronx,Neighborhood_82,40.85597998226197,-73.87183597605951,Entire home/apt,149,3,31,2019-07-29 01:12:52.714542908,3.332932852810685,4,159
2873,Listing_2873,430,Host_361,Bronx,Neighborhood_190,40.85626755350979,-73.8674425658206,Private room,54,3,23,2019-07-29 02:57:43.892778556,1.5270425484486314,1,15
2874,Listing_2874,863,Host_859,Brooklyn,Neighborhood_183,40.66020001323393,-73.965493329023,Private room,103,1,16,2019-07-29 04:42:35.071014204,1.0106012863594016,3,320
2875,Listing_2875,829,Host_158,Queens,Neighborhood_87,40.58803889698955,-73.78284495034906,Private room,98,1,23,2019-07-29 06:27:26.249249852,4.829026982866604,1,141
2876,Listing_2876,43,Host_75,Brooklyn,Neighborhood_82,40.71869670688736,-73.94226600806292,Private room,89,2,25,2019-07-29 08:12:17.427485500,1.1314511525015278,2,65
2877,Listing_2877,824,Host_372,Brooklyn,Neighborhood_35,40.581217821055546,-73.96134853172813,Private room,29,3,27,2019-07-29 09:57:08.605721144,2.656093247714308,3,197
2878,Listing_2878,710,Host_920,Manhattan,Neighborhood_67,40.73690297563826,-73.95971811450029,Entire home/apt,188,7,29,2019-07-29 11:41:59.783956792,5.726886663289236,1,43
2879,Listing_2879,370,Host_890,Brooklyn,Neighborhood_65,40.64827780670515,-73.89503805583155,Private room,77,1,26,2019-07-29 13:26:50.962192440,,3,135
2880,Listing_2880,404,Host_567,Manhattan,Neighborhood_17,40.74433956658334,-74.01755548286917,Entire home/apt,104,2,24,2019-07-29 15:11:42.140428088,2.986340716533704,3,87
2881,Listing_2881,303,Host_718,Manhattan,Neighborhood_42,40.751390471254965,-73.96770023304714,Entire home/apt,290,1,22,2019-07-29 16:56:33.318663736,2.161501396036935,3,185
2882,Listing_2882,182,Host_727,Bronx,Neighborhood_187,40.81118173706597,-73.89249018940458,Entire home/apt,120,2,21,2019-07-29 18:41:24.496899380,3.122312718287038,3,38
2883,Listing_2883,169,Host_521,Manhattan,Neighborhood_198,40.792814522089564,-73.97303937099566,Private room,128,2,32,2019-07-29 20:26:15.675135028,4.40584236330067,5,305
2884,Listing_2884,203,Host_106,Manhattan,Neighborhood_121,40.71920976452014,-73.99605210377179,Private room,82,3,19,2019-07-29 22:11:06.853370676,4.935163431094486,5,30
2885,Listing_2885,706,Host_830,Manhattan,Neighborhood_121,40.744003315300404,-73.98467996402408,Entire home/apt,412,7,22,2019-07-29 23:55:58.031606324,3.899086420706574,2,63
2886,Listing_2886,543,Host_367,Bronx,Neighborhood_139,40.86341471805187,-73.88888805085774,Private room,39,1,29,2019-07-30 01:40:49.209841968,4.7419023283469395,2,84
2887,Listing_2887,102,Host_402,Brooklyn,Neighborhood_78,40.63045109577811,-73.89541329192804,Entire home/apt,129,2,23,2019-07-30 03:25:40.388077616,0.5305067076904999,5,147
2888,Listing_2888,576,Host_757,Brooklyn,Neighborhood_28,40.687444149573025,-73.92781447544239,Entire home/apt,137,2,18,2019-07-30 05:10:31.566313264,,4,257
2889,Listing_2889,346,Host_819,Bronx,Neighborhood_39,40.9050569878939,-73.86212934115625,Entire home/apt,87,1,39,2019-07-30 06:55:22.744548912,4.406466185452471,6,298
2890,Listing_2890,603,Host_103,Bronx,Neighborhood_182,40.84211613137466,-73.86109022568367,Entire home/apt,141,30,23,2019-07-30 08:40:13.922784560,,3,255
2891,Listing_2891,442,Host_787,Manhattan,Neighborhood_100,40.73193003203268,-74.0132788510465,Entire home/apt,192,7,27,2019-07-30 10:25:05.101020204,5.266069502232334,1,39
2892,Listing_2892,250,Host_325,Queens,Neighborhood_11,40.579587633829085,-73.94833683259179,Entire home/apt,84,1,31,,3.2151040659610435,2,57
2893,Listing_2893,183,Host_373,Queens,Neighborhood_115,40.62825497349172,-73.92784012366248,Private room,106,2,23,2019-07-30 13:54:47.457491500,2.8711256877326727,1,339
2894,Listing_2894,302,Host_338,Queens,Neighborhood_186,40.70788040577982,-73.70088376286573,Entire home/apt,101,1,24,2019-07-30 15:39:38.635727148,4.636912634788359,3,112
2895,Listing_2895,878,Host_891,Manhattan,Neighborhood_117,40.79718470542807,-74.00391013412046,Entire home/apt,165,2,33,2019-07-30 17:24:29.813962792,4.446576021311027,4,85
2896,Listing_2896,863,Host_33,Bronx,Neighborhood_168,40.85645782876969,-73.88925913738727,Private room,48,2,31,2019-07-30 19:09:20.992198440,4.225659194339865,6,268
2897,Listing_2897,280,Host_108,Brooklyn,Neighborhood_132,40.64052312129208,-74.00153886326672,Private room,79,1,32,2019-07-30 20:54:12.170434088,4.139405736003237,1,122
2898,Listing_2898,717,Host_422,Manhattan,Neighborhood_64,40.7890757967009,-73.93768975500807,Entire home/apt,331,7,27,2019-07-30 22:39:03.348669736,,6,107
2899,Listing_2899,89,Host_269,Brooklyn,Neighborhood_176,40.6048329769662,-73.96301281992731,Entire home/apt,309,2,24,2019-07-31 00:23:54.526905384,5.55885321585295,6,246
2900,Listing_2900,805,Host_945,Manhattan,Neighborhood_198,40.76314991066735,-73.98531371933338,Private room,103,30,29,2019-07-31 02:08:45.705141028,5.3438484583642065,2,222
2901,Listing_2901,425,Host_73,Manhattan,Neighborhood_83,40.79694635295458,-73.95526557534377,Private room,160,1,22,2019-07-31 03:53:36.883376676,,5,234
2902,Listing_2902,921,Host_858,Queens,Neighborhood_159,40.68268600121617,-73.88998602484973,Entire home/apt,126,3,29,2019-07-31 05:38:28.061612324,4.828167235563484,4,244
2903,Listing_2903,285,Host_181,Manhattan,Neighborhood_2,40.784525179575716,-74.01912947150377,Entire home/apt,357,3,36,2019-07-31 07:23:19.239847972,5.34665108347521,5,221
2904,Listing_2904,671,Host_897,Brooklyn,Neighborhood_43,40.6130370410647,-73.916893199966,Private room,158,1,20,2019-07-31 09:08:10.418083620,3.7095298267541272,2,123
2905,Listing_2905,875,Host_780,Brooklyn,Neighborhood_41,40.64202369372405,-73.97768890082594,Entire home/apt,170,1,25,2019-07-31 10:53:01.596319264,3.333475156248692,4,236
2906,Listing_2906,999,Host_152,Manhattan,Neighborhood_60,40.773794800828334,-73.95328860725766,Shared room,117,7,25,2019-07-31 12:37:52.774554912,4.0313204855678295,6,328
2907,Listing_2907,130,Host_512,Staten Island,Neighborhood_112,40.63877322275858,-74.14410521215508,Entire home/apt,48,2,25,2019-07-31 14:22:43.952790560,0.9783639448722428,4,169
2908,Listing_2908,248,Host_897,Manhattan,Neighborhood_174,40.77904923562483,-74.00071225640544,Private room,206,2,16,,0.5240620572565851,3,244
2909,Listing_2909,652,Host_68,Manhattan,Neighborhood_40,40.705010702994,-73.97389162198691,Entire home/apt,315,7,25,2019-07-31 17:52:26.309261852,4.92090164980269,0,31
2910,Listing_2910,901,Host_903,Manhattan,Neighborhood_59,40.7481705479844,-73.95238928299828,Entire home/apt,195,1,30,2019-07-31 19:37:17.487497500,3.439957362632572,0,295
2911,Listing_2911,189,Host_372,Manhattan,Neighborhood_45,40.79261328387732,-73.96854613132373,Private room,103,2,30,2019-07-31 21:22:08.665733148,0.7350089420115968,2,75
2912,Listing_2912,91,Host_348,Manhattan,Neighborhood_42,40.710468956828365,-74.0026267454007,Entire home/apt,168,2,22,2019-07-31 23:06:59.843968796,,1,203
2913,Listing_2913,568,Host_997,Queens,Neighborhood_119,40.77025576466095,-73.76365616600322,Private room,46,2,20,,1.789406228701418,3,90
2914,Listing_2914,738,Host_709,Staten Island,Neighborhood_149,40.58954270943927,-74.25774481382243,Entire home/apt,188,1,28,2019-08-01 02:36:42.200440088,5.252867725354105,7,301
2915,Listing_2915,846,Host_807,Manhattan,Neighborhood_131,40.793157765301856,-73.97540148884312,Entire home/apt,212,2,28,2019-08-01 04:21:33.378675736,3.043321086876016,0,25
2916,Listing_2916,839,Host_32,Queens,Neighborhood_194,40.72049836718751,-73.94198391113866,Entire home/apt,180,3,19,2019-08-01 06:06:24.556911384,3.4650752766194586,6,106
2917,Listing_2917,165,Host_945,Queens,Neighborhood_139,40.63135334372626,-73.92914948037556,Private room,58,2,29,2019-08-01 07:51:15.735147032,1.4117424295700352,5,269
2918,Listing_2918,548,Host_927,Bronx,Neighborhood_24,40.809091429323225,-73.89842096044495,Entire home/apt,170,2,27,2019-08-01 09:36:06.913382676,4.794381285548046,1,205
2919,Listing_2919,330,Host_620,Brooklyn,Neighborhood_50,40.63523903573451,-73.90512745868735,Entire home/apt,200,1,18,2019-08-01 11:20:58.091618324,5.580607725579757,3,97
2920,Listing_2920,541,Host_79,Manhattan,Neighborhood_88,40.70827475038899,-73.96680110806552,Entire home/apt,198,3,23,2019-08-01 13:05:49.269853972,4.754966092190834,3,181
2921,Listing_2921,80,Host_259,Manhattan,Neighborhood_21,40.78462077698789,-73.97906532048053,Private room,177,2,24,2019-08-01 14:50:40.448089620,2.9571548591867174,3,7
2922,Listing_2922,934,Host_497,Queens,Neighborhood_153,40.741537118651785,-73.90980992726361,Private room,79,30,27,2019-08-01 16:35:31.626325268,5.010533590583181,1,166
2923,Listing_2923,981,Host_878,Bronx,Neighborhood_132,40.83525157419272,-73.89160342912423,Entire home/apt,77,1,22,2019-08-01 18:20:22.804560912,1.127753226974457,6,14
2924,Listing_2924,870,Host_175,Manhattan,Neighborhood_125,40.77189098153252,-73.97589183779071,Entire home/apt,235,1,22,2019-08-01 20:05:13.982796560,0.6804819602335723,2,259
2925,Listing_2925,169,Host_367,Brooklyn,Neighborhood_43,40.592972666322744,-73.90292647005349,Private room,104,1,34,2019-08-01 21:50:05.161032208,2.629314721737841,6,192
2926,Listing_2926,545,Host_15,Bronx,Neighborhood_175,40.89831980431842,-73.77639969159483,Entire home/apt,203,2,16,2019-08-01 23:34:56.339267856,1.0892068024716426,2,162
2927,Listing_2927,93,Host_51,Bronx,Neighborhood_23,40.88776576379474,-73.90352254083419,Private room,129,1,22,2019-08-02 01:19:47.517503504,1.5549633366859226,3,5
2928,Listing_2928,624,Host_107,Staten Island,Neighborhood_188,40.52463310311894,-74.24511404378009,Private room,71,3,29,2019-08-02 03:04:38.695739148,3.5107005520875925,1,114
2929,Listing_2929,379,Host_722,Queens,Neighborhood_21,40.799453441716096,-73.84794173106228,Private room,71,7,16,2019-08-02 04:49:29.873974796,2.4234186827024535,2,65
2930,Listing_2930,209,Host_469,Brooklyn,Neighborhood_194,40.688936388276105,-73.91132059474549,Entire home/apt,67,1,25,2019-08-02 06:34:21.052210444,5.195269677662644,5,238
2931,Listing_2931,909,Host_202,Brooklyn,Neighborhood_179,40.72973776852793,-73.97827778954377,Private room,208,1,25,2019-08-02 08:19:12.230446092,1.3536740728507666,3,94
2932,Listing_2932,902,Host_789,Queens,Neighborhood_143,40.77305478614108,-73.86069756147401,Private room,94,7,34,2019-08-02 10:04:03.408681736,5.980744193796317,3,180
2933,Listing_2933,194,Host_218,Manhattan,Neighborhood_58,40.70529787933026,-74.01294504157268,Private room,210,1,32,2019-08-02 11:48:54.586917384,2.1563604955583644,4,210
2934,Listing_2934,264,Host_41,Brooklyn,Neighborhood_26,40.58311461345867,-73.97583318308119,Entire home/apt,288,2,27,2019-08-02 13:33:45.765153032,3.092417103955438,2,18
2935,Listing_2935,247,Host_888,Queens,Neighborhood_59,40.69752177177981,-73.88490477719192,Entire home/apt,90,1,20,2019-08-02 15:18:36.943388680,0.7939926588522948,0,12
2936,Listing_2936,630,Host_771,Manhattan,Neighborhood_90,40.779699262397905,-73.94814434658973,Entire home/apt,278,2,26,2019-08-02 17:03:28.121624328,3.4757940764768396,3,123
2937,Listing_2937,448,Host_385,Queens,Neighborhood_45,40.61398734462076,-73.74954454859156,Entire home/apt,126,1,31,2019-08-02 18:48:19.299859972,5.767709366609374,4,263
2938,Listing_2938,992,Host_917,Brooklyn,Neighborhood_194,40.60791508429089,-73.99204807959427,Private room,184,2,33,2019-08-02 20:33:10.478095620,4.496386667262069,7,317
2939,Listing_2939,740,Host_715,Staten Island,Neighborhood_163,40.60293540421737,-74.12297290151479,Entire home/apt,112,2,29,2019-08-02 22:18:01.656331268,1.46432736089711,4,91
2940,Listing_2940,521,Host_336,Manhattan,Neighborhood_94,40.74156014668647,-74.01098460935187,Entire home/apt,150,3,28,2019-08-03 00:02:52.834566916,2.655670265004377,3,346
2941,Listing_2941,919,Host_611,Manhattan,Neighborhood_110,40.74069721949111,-73.96700575960766,Entire home/apt,226,1,27,2019-08-03 01:47:44.012802560,2.5525998841742847,0,55
2942,Listing_2942,711,Host_661,Queens,Neighborhood_64,40.59012551331297,-73.92553731743273,Private room,113,2,31,2019-08-03 03:32:35.191038208,0.58768660555506,4,116
2943,Listing_2943,479,Host_105,Manhattan,Neighborhood_84,40.72442902945372,-73.93967396609993,Private room,85,1,28,2019-08-03 05:17:26.369273856,5.315101084065995,1,293
2944,Listing_2944,277,Host_203,Queens,Neighborhood_77,40.67799738606831,-73.83429804327592,Entire home/apt,98,7,27,2019-08-03 07:02:17.547509504,2.2887362998501195,8,361
2945,Listing_2945,129,Host_510,Queens,Neighborhood_27,40.56917162676235,-73.74328101255159,Entire home/apt,133,2,22,2019-08-03 08:47:08.725745152,2.965557666624568,2,328
2946,Listing_2946,302,Host_95,Manhattan,Neighborhood_87,40.75840191798678,-74.00684511815693,Entire home/apt,235,1,22,2019-08-03 10:31:59.903980796,1.7474866492594117,3,270
2947,Listing_2947,574,Host_177,Brooklyn,Neighborhood_159,40.68367657168661,-74.0014785966093,Private room,93,1,17,2019-08-03 12:16:51.082216444,0.9143737607264253,6,61
2948,Listing_2948,514,Host_65,Brooklyn,Neighborhood_12,40.660231822320135,-73.91306567451683,Private room,46,1,24,2019-08-03 14:01:42.260452092,5.412663718628842,4,188
2949,Listing_2949,360,Host_553,Brooklyn,Neighborhood_102,40.71041886542606,-73.9558617564719,Private room,155,1,11,2019-08-03 15:46:33.438687740,0.22438486596060425,1,301
2950,Listing_2950,843,Host_224,Bronx,Neighborhood_45,40.91648034235316,-73.91715053429108,Entire home/apt,98,2,14,2019-08-03 17:31:24.616923388,2.3992770078967833,3,24
2951,Listing_2951,357,Host_579,Bronx,Neighborhood_128,40.8519379457182,-73.9087698367491,Private room,136,1,25,2019-08-03 19:16:15.795159032,4.384172561681894,0,0
2952,Listing_2952,466,Host_380,Queens,Neighborhood_32,40.58432935566485,-73.73844152419848,Entire home/apt,201,30,22,2019-08-03 21:01:06.973394680,1.8531475092051963,1,270
2953,Listing_2953,172,Host_255,Queens,Neighborhood_54,40.712696672792504,-73.80460264671277,Private room,93,1,19,2019-08-03 22:45:58.151630328,2.6761716417734744,7,46
2954,Listing_2954,757,Host_992,Brooklyn,Neighborhood_194,40.6104388828553,-73.96434985994802,Entire home/apt,208,3,18,2019-08-04 00:30:49.329865976,3.386863506204691,2,165
2955,Listing_2955,88,Host_298,Bronx,Neighborhood_113,40.79241544342716,-73.76789534285759,Private room,80,1,25,2019-08-04 02:15:40.508101620,5.9704896734148445,1,160
2956,Listing_2956,500,Host_581,Queens,Neighborhood_115,40.759652173668755,-73.89225829633146,Private room,169,1,21,2019-08-04 04:00:31.686337268,,1,304
2957,Listing_2957,896,Host_953,Queens,Neighborhood_32,40.564962863149546,-73.82921233499286,Private room,105,30,22,2019-08-04 05:45:22.864572916,5.802692242540742,2,354
2958,Listing_2958,83,Host_171,Bronx,Neighborhood_143,40.84931159336002,-73.8602651491018,Private room,75,3,17,,4.158872843936163,1,331
2959,Listing_2959,517,Host_613,Manhattan,Neighborhood_104,40.706366333324105,-74.01407460320522,Entire home/apt,192,2,27,2019-08-04 09:15:05.221044212,1.6143173285548171,3,211
2960,Listing_2960,861,Host_652,Bronx,Neighborhood_55,40.795556798848196,-73.86044527828142,Entire home/apt,162,2,33,2019-08-04 10:59:56.399279856,1.724932854240173,2,267
2961,Listing_2961,551,Host_718,Manhattan,Neighborhood_41,40.76464685204316,-73.95816203751068,Private room,105,30,21,2019-08-04 12:44:47.577515504,4.934785820203466,4,249
2962,Listing_2962,896,Host_832,Manhattan,Neighborhood_127,40.72552021240156,-73.96594981095454,Entire home/apt,292,2,33,2019-08-04 14:29:38.755751152,2.5662809471800507,1,5
2963,Listing_2963,322,Host_364,Manhattan,Neighborhood_40,40.73367165972801,-73.96427636035831,Entire home/apt,195,1,29,2019-08-04 16:14:29.933986800,2.221345160419625,1,214
2964,Listing_2964,465,Host_819,Staten Island,Neighborhood_72,40.646677063099204,-74.17036330403252,Entire home/apt,196,1,21,2019-08-04 17:59:21.112222444,5.67056415823763,3,347
2965,Listing_2965,813,Host_73,Bronx,Neighborhood_114,40.79990839114785,-73.83596224245586,Private room,51,2,19,2019-08-04 19:44:12.290458092,0.0793989988245114,4,289
2966,Listing_2966,587,Host_60,Queens,Neighborhood_177,40.625461320676486,-73.92843024819386,Entire home/apt,47,2,23,2019-08-04 21:29:03.468693740,3.1498013112111733,4,5
2967,Listing_2967,613,Host_455,Queens,Neighborhood_38,40.64446416374231,-73.93250883033912,Entire home/apt,113,3,24,2019-08-04 23:13:54.646929388,4.650459943726917,2,187
2968,Listing_2968,141,Host_336,Brooklyn,Neighborhood_56,40.583643905509966,-73.88510499075109,Entire home/apt,149,1,26,2019-08-05 00:58:45.825165036,4.4170140970948015,1,153
2969,Listing_2969,605,Host_668,Bronx,Neighborhood_34,40.85416506702738,-73.855772675448,Entire home/apt,51,7,21,2019-08-05 02:43:37.003400680,2.205446322827891,3,176
2970,Listing_2970,631,Host_124,Brooklyn,Neighborhood_129,40.62035765826207,-73.90992128407294,Private room,113,2,30,2019-08-05 04:28:28.181636328,3.2138898710208803,2,273
2971,Listing_2971,800,Host_455,Brooklyn,Neighborhood_10,40.65477891862196,-73.95644204590549,Shared room,79,2,27,2019-08-05 06:13:19.359871976,0.03346376812724694,2,126
2972,Listing_2972,621,Host_14,Manhattan,Neighborhood_168,40.749741137949144,-73.98066783315112,Private room,238,1,15,2019-08-05 07:58:10.538107624,3.2089816182103856,1,141
2973,Listing_2973,555,Host_416,Queens,Neighborhood_16,40.67741394450154,-73.78010539833826,Entire home/apt,119,30,25,2019-08-05 09:43:01.716343272,3.54240735839653,6,236
2974,Listing_2974,136,Host_776,Queens,Neighborhood_174,40.724913861790846,-73.86181643916356,Private room,29,2,26,2019-08-05 11:27:52.894578916,5.248748025553265,0,86
2975,Listing_2975,330,Host_27,Brooklyn,Neighborhood_152,40.660480366043856,-73.95932929241715,Entire home/apt,73,2,23,2019-08-05 13:12:44.072814564,1.2644236188606086,2,317
2976,Listing_2976,729,Host_757,Manhattan,Neighborhood_14,40.788959646313614,-73.95732748597752,Entire home/apt,137,7,37,,4.950874274446852,3,57
2977,Listing_2977,955,Host_50,Bronx,Neighborhood_90,40.916228979308094,-73.82192474769661,Private room,78,7,30,2019-08-05 16:42:26.429285860,4.30839906453185,4,231
2978,Listing_2978,395,Host_187,Manhattan,Neighborhood_167,40.7963550138163,-74.00576470986314,Private room,188,1,23,2019-08-05 18:27:17.607521504,3.9961851893159976,3,252
2979,Listing_2979,156,Host_57,Queens,Neighborhood_18,40.79570823350794,-73.85142263570137,Private room,83,7,19,2019-08-05 20:12:08.785757152,2.366326945804558,2,151
2980,Listing_2980,993,Host_771,Staten Island,Neighborhood_84,40.53180650432894,-74.15047629566936,Private room,47,3,23,2019-08-05 21:56:59.963992800,2.2046062886259037,3,235
2981,Listing_2981,39,Host_667,Brooklyn,Neighborhood_169,40.687215403774886,-73.85497709859085,Entire home/apt,87,1,30,2019-08-05 23:41:51.142228448,4.219567334602711,6,247
2982,Listing_2982,282,Host_990,Manhattan,Neighborhood_56,40.78969631217106,-73.9937573163839,Entire home/apt,346,1,26,2019-08-06 01:26:42.320464096,5.94133928551321,4,15
2983,Listing_2983,840,Host_34,Queens,Neighborhood_164,40.64258372238235,-73.93391693020975,Private room,51,2,20,2019-08-06 03:11:33.498699740,2.432122555072227,3,113
2984,Listing_2984,870,Host_538,Bronx,Neighborhood_152,40.88905516905561,-73.86789232518619,Entire home/apt,58,2,25,2019-08-06 04:56:24.676935388,5.511598665580296,5,140
2985,Listing_2985,538,Host_762,Brooklyn,Neighborhood_90,40.638429141255884,-73.94629637347805,Entire home/apt,161,3,29,2019-08-06 06:41:15.855171036,3.519270494186461,2,212
2986,Listing_2986,544,Host_997,Staten Island,Neighborhood_29,40.548693708596765,-74.12923555912373,Private room,125,1,31,2019-08-06 08:26:07.033406684,5.208993921419169,0,338
2987,Listing_2987,46,Host_936,Manhattan,Neighborhood_22,40.72753448501385,-74.01841286538529,Private room,164,3,18,2019-08-06 10:10:58.211642328,1.3031426822516001,5,154
2988,Listing_2988,668,Host_371,Brooklyn,Neighborhood_11,40.662905864924426,-73.93431044882945,Entire home/apt,110,3,21,2019-08-06 11:55:49.389877976,4.573392448466928,2,37
2989,Listing_2989,244,Host_86,Queens,Neighborhood_41,40.772269167729085,-73.80102799012074,Private room,59,2,27,2019-08-06 13:40:40.568113624,5.00966106445095,5,178
2990,Listing_2990,903,Host_160,Bronx,Neighborhood_177,40.80504272894397,-73.843141801979,Private room,66,7,22,2019-08-06 15:25:31.746349272,4.993014839407957,1,150
2991,Listing_2991,547,Host_425,Manhattan,Neighborhood_139,40.76068597036029,-73.94725062409707,Private room,112,3,30,2019-08-06 17:10:22.924584920,4.708268272197174,8,143
2992,Listing_2992,450,Host_898,Bronx,Neighborhood_52,40.887371047052305,-73.89549519959209,Entire home/apt,104,1,22,2019-08-06 18:55:14.102820564,1.8251737783962652,1,45
2993,Listing_2993,278,Host_879,Brooklyn,Neighborhood_67,40.72197625674379,-74.03565040715485,Entire home/apt,128,3,28,2019-08-06 20:40:05.281056212,3.1317013186999576,8,215
2994,Listing_2994,754,Host_712,Brooklyn,Neighborhood_85,40.652931303277974,-73.93057512456448,Entire home/apt,214,30,22,2019-08-06 22:24:56.459291860,1.7982286810492307,4,113
2995,Listing_2995,406,Host_106,Manhattan,Neighborhood_75,40.76268956798107,-74.01837015064407,Entire home/apt,310,1,24,2019-08-07 00:09:47.637527508,2.057795440252277,5,207
2996,Listing_2996,890,Host_391,Bronx,Neighborhood_136,40.86908791679051,-73.84644870014887,Entire home/apt,77,30,17,2019-08-07 01:54:38.815763152,1.8073133015292149,1,266
2997,Listing_2997,771,Host_512,Manhattan,Neighborhood_159,40.75410709207986,-73.99151480740807,Entire home/apt,199,1,18,2019-08-07 03:39:29.993998800,1.7053622880098387,0,232
2998,Listing_2998,46,Host_275,Manhattan,Neighborhood_123,40.777549575163604,-73.93627017101232,Entire home/apt,284,2,23,2019-08-07 05:24:21.172234448,4.160530035051387,2,14
2999,Listing_2999,946,Host_289,Manhattan,Neighborhood_6,40.74984075427132,-73.98430792948196,Private room,236,3,31,2019-08-07 07:09:12.350470096,3.9015821958877046,1,185
3000,Listing_3000,749,Host_258,Bronx,Neighborhood_81,40.91199484077284,-73.84323120291776,Entire home/apt,85,3,23,2019-08-07 08:54:03.528705744,1.225585407738745,2,337
3001,Listing_3001,520,Host_963,Queens,Neighborhood_199,40.60792089226475,-73.87555385359504,Private room,178,3,19,2019-08-07 10:38:54.706941388,4.149112320600204,2,359
3002,Listing_3002,772,Host_220,Queens,Neighborhood_13,40.78233191742204,-73.78358224018639,Private room,68,2,16,2019-08-07 12:23:45.885177036,1.7464115756468672,6,17
3003,Listing_3003,271,Host_974,Manhattan,Neighborhood_6,40.754379018992985,-73.93257433597095,Entire home/apt,180,2,22,2019-08-07 14:08:37.063412684,1.2103100072988136,7,249
3004,Listing_3004,556,Host_527,Queens,Neighborhood_195,40.622863013747335,-73.91827611615757,Private room,109,2,19,2019-08-07 15:53:28.241648332,4.483511282411564,2,226
3005,Listing_3005,238,Host_533,Brooklyn,Neighborhood_155,40.603936584918,-73.87228972345932,Private room,37,2,22,2019-08-07 17:38:19.419883980,2.177208556852981,1,196
3006,Listing_3006,167,Host_846,Bronx,Neighborhood_121,40.91879410837199,-73.8333410292827,Entire home/apt,115,2,27,2019-08-07 19:23:10.598119624,3.416103145947983,3,321
3007,Listing_3007,376,Host_59,Bronx,Neighborhood_45,40.88112766078284,-73.92249347165101,Private room,85,3,31,,1.2007437627937585,2,285
3008,Listing_3008,588,Host_360,Manhattan,Neighborhood_106,40.71576342317169,-74.01361097279637,Entire home/apt,262,1,26,2019-08-07 22:52:52.954590920,3.6821630239555194,2,158
3009,Listing_3009,669,Host_594,Queens,Neighborhood_26,40.556797208502445,-73.82223559638246,Private room,45,2,28,2019-08-08 00:37:44.132826568,1.2479606075299232,2,152
3010,Listing_3010,201,Host_630,Manhattan,Neighborhood_4,40.727331931995714,-73.94835665606229,Entire home/apt,178,1,30,2019-08-08 02:22:35.311062212,1.0012615406016083,2,362
3011,Listing_3011,746,Host_113,Brooklyn,Neighborhood_37,40.61136069279505,-73.85108688635827,Private room,109,2,18,2019-08-08 04:07:26.489297860,,2,350
3012,Listing_3012,232,Host_807,Manhattan,Neighborhood_21,40.777348120337855,-73.9546086362505,Entire home/apt,235,1,19,2019-08-08 05:52:17.667533508,4.740371036489494,4,209
3013,Listing_3013,446,Host_276,Manhattan,Neighborhood_28,40.765391778827336,-73.96416914248145,Private room,197,2,27,2019-08-08 07:37:08.845769156,1.059206089560286,5,130
3014,Listing_3014,724,Host_257,Brooklyn,Neighborhood_32,40.68574769577163,-74.03352365218431,Entire home/apt,64,1,23,2019-08-08 09:22:00.024004804,0.7021594050814493,2,17
3015,Listing_3015,418,Host_329,Queens,Neighborhood_103,40.60776361744749,-73.91511690973,Private room,56,1,27,2019-08-08 11:06:51.202240448,0.1898861547708952,1,355
3016,Listing_3016,154,Host_777,Manhattan,Neighborhood_181,40.71389274799129,-73.98702549469691,Private room,68,2,27,2019-08-08 12:51:42.380476096,2.4957945391825707,1,345
3017,Listing_3017,368,Host_235,Queens,Neighborhood_161,40.78607910459354,-73.7610367360562,Entire home/apt,89,2,22,,1.6921503893814616,5,347
3018,Listing_3018,725,Host_51,Brooklyn,Neighborhood_26,40.68962776597782,-74.01542789500225,Private room,99,2,29,2019-08-08 16:21:24.736947392,1.7526507036737924,0,287
3019,Listing_3019,87,Host_678,Manhattan,Neighborhood_145,40.79824688457867,-73.9527095406928,Entire home/apt,295,1,30,2019-08-08 18:06:15.915183036,5.891651656770884,6,48
3020,Listing_3020,530,Host_743,Queens,Neighborhood_184,40.68969808976622,-73.73878870671777,Private room,207,7,29,2019-08-08 19:51:07.093418684,1.164740417430127,4,164
